frame,time_s,p_base,p_afkd,p_hibrida,gating,y_frame_gt,cost_base_ms,cost_hibr_ms,onset_frame,onset_time_s,ep_prob_base,ep_prob_kd,thr_base,thr_kd,skip_pct,cost_reduc_pct,ep_idx_te,recipe
19,1.9791666666666667,0.03430249,0.065643065,0.0656430646777153,1,0.050000004,17.7,5.49,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
20,2.0833333333333335,0.034952767,0.065722,0.0656430646777153,0,0.050000004,18.585,5.49,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
21,2.1875,0.035565116,0.06574191,0.0656430646777153,0,0.050000004,19.47,5.49,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
22,2.291666666666667,0.035893276,0.065729246,0.06572924554347992,1,0.050000004,20.355,6.405,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
23,2.3958333333333335,0.036243968,0.065780394,0.0657803937792778,1,0.050000004,21.240000000000002,7.32,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
24,2.5,0.036083393,0.06573467,0.06573466956615448,1,0.050000004,22.125,8.235,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
25,2.604166666666667,0.035875432,0.06573147,0.06573466956615448,0,0.050000004,23.01,8.235,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
26,2.7083333333333335,0.035536256,0.06569179,0.06573466956615448,0,0.050000004,23.895,8.235,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
27,2.8125,0.03559514,0.065758534,0.06573466956615448,0,0.050000004,24.78,8.235,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
28,2.916666666666667,0.03563402,0.06584122,0.06584122031927109,1,0.050000004,25.665,9.15,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
29,3.0208333333333335,0.040667687,0.06699592,0.06699591875076294,1,0.07903963,26.55,10.065000000000001,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
30,3.125,0.05503221,0.0685889,0.06858889758586884,1,0.15276456,27.435,10.98,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
31,3.229166666666667,0.08775369,0.07069183,0.06858889758586884,0,0.26915556,28.32,10.98,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
32,3.3333333333333335,0.16031665,0.073295444,0.07329544425010681,1,0.39620078,29.205000000000002,11.895,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
33,3.4375,0.2850777,0.07645607,0.07645606994628906,1,0.5143955,30.09,12.81,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
34,3.541666666666667,0.4292414,0.080418505,0.08041850477457047,1,0.6210995,30.975,13.725000000000001,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
35,3.6458333333333335,0.5594743,0.085223734,0.0852237343788147,1,0.7139291,31.86,14.64,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
36,3.75,0.67286813,0.0911475,0.09114749729633331,1,0.7908107,32.745,15.555,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
37,3.854166666666667,0.76122814,0.09864431,0.09114749729633331,0,0.850027,33.63,15.555,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
38,3.9583333333333335,0.82719415,0.10806187,0.09114749729633331,0,0.890255,34.515,15.555,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
39,4.0625,0.87239045,0.11992231,0.09114749729633331,0,0.91059625,35.4,15.555,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
40,4.166666666666667,0.8974274,0.13493562,0.13493561744689941,1,0.91059625,36.285000000000004,16.47,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
41,4.270833333333334,0.9100029,0.15381831,0.13493561744689941,0,0.8902551,37.17,16.47,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
42,4.375,0.91585046,0.17748024,0.13493561744689941,0,0.85002697,38.055,16.47,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
43,4.479166666666667,0.9181721,0.20584589,0.13493561744689941,0,0.79081076,38.94,16.47,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
44,4.583333333333334,0.9192272,0.23890217,0.13493561744689941,0,0.7139291,39.825,16.47,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
45,4.6875,0.916905,0.27156433,0.13493561744689941,0,0.6210995,40.71,16.47,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
46,4.791666666666667,0.9129939,0.30235043,0.3023504316806793,1,0.5143955,41.595,17.385,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
47,4.895833333333334,0.90733945,0.3278009,0.3278008997440338,1,0.6391425,42.480000000000004,18.3,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
48,5.0,0.90104777,0.34721813,0.3472181260585785,1,0.79972434,43.365,19.215,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
49,5.104166666666667,0.89356077,0.36050108,0.3472181260585785,0,1.0,44.25,19.215,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
50,5.208333333333334,0.88452893,0.36851433,0.3472181260585785,0,0.68333334,45.135,19.215,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
51,5.3125,0.86845994,0.37218726,0.3721872568130493,1,0.3666667,46.02,20.130000000000003,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
52,5.416666666666667,0.84604526,0.37223962,0.3722396194934845,1,0.050000004,46.905,21.045,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
53,5.520833333333334,0.8149538,0.36914834,0.3691483438014984,1,0.050000004,47.79,21.96,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
54,5.625,0.77286017,0.36404303,0.3640430271625519,1,0.050000004,48.675,22.875,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
55,5.729166666666667,0.71700007,0.35759377,0.3575937747955322,1,0.050000004,49.56,23.79,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
56,5.833333333333334,0.64670116,0.3503708,0.3575937747955322,0,0.050000004,50.445,23.79,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
57,5.9375,0.56561404,0.34240133,0.34240132570266724,1,0.050000004,51.33,24.705000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
58,6.041666666666667,0.48821378,0.33396697,0.34240132570266724,0,0.050000004,52.215,24.705000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
59,6.145833333333334,0.42608213,0.32515693,0.34240132570266724,0,0.050000004,53.1,24.705000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
60,6.25,0.37764168,0.31591576,0.34240132570266724,0,0.050000004,53.985,24.705000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
61,6.354166666666667,0.3356386,0.3066412,0.34240132570266724,0,0.050000004,54.87,24.705000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
62,6.458333333333334,0.29392454,0.29713234,0.34240132570266724,0,0.050000004,55.755,24.705000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
63,6.5625,0.25346774,0.2879246,0.287924587726593,1,0.050000004,56.64,25.62,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
64,6.666666666666667,0.21264395,0.27902636,0.2790263593196869,1,0.050000004,57.525,26.535,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
65,6.770833333333334,0.17708465,0.2704366,0.2790263593196869,0,0.050000004,58.410000000000004,26.535,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
66,6.875,0.15172799,0.26250386,0.26250386238098145,1,0.050000004,59.295,27.450000000000003,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
67,6.979166666666667,0.1329753,0.25469956,0.25469955801963806,1,0.050000004,60.18,28.365000000000002,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
68,7.083333333333334,0.11935811,0.24721138,0.24721138179302216,1,0.050000004,61.065,29.28,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
69,7.1875,0.107966185,0.23963459,0.23963458836078644,1,0.050000004,61.95,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
70,7.291666666666667,0.09886512,0.23215541,0.23963458836078644,0,0.050000004,62.835,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
71,7.395833333333334,0.09128977,0.22510578,0.23963458836078644,0,0.050000004,63.72,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
72,7.5,0.08441894,0.21830653,0.23963458836078644,0,0.050000004,64.605,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
73,7.604166666666667,0.076985195,0.21165203,0.23963458836078644,0,0.050000004,65.49,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
74,7.708333333333334,0.067602135,0.20517427,0.23963458836078644,0,0.050000004,66.375,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
75,7.8125,0.05686303,0.19898501,0.23963458836078644,0,0.050000004,67.26,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
76,7.916666666666667,0.046632834,0.19328123,0.23963458836078644,0,0.050000004,68.145,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
77,8.020833333333334,0.03839803,0.18792489,0.23963458836078644,0,0.050000004,69.03,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
78,8.125,0.032088783,0.18294074,0.23963458836078644,0,0.050000004,69.915,30.195,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
79,8.229166666666668,0.026789129,0.17820509,0.17820508778095245,1,0.050000004,70.8,31.11,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
80,8.333333333333334,0.021943383,0.173827,0.17820508778095245,0,0.050000004,71.685,31.11,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
81,8.4375,0.017696245,0.16967623,0.17820508778095245,0,0.050000004,72.57000000000001,31.11,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
82,8.541666666666668,0.015072062,0.16573955,0.17820508778095245,0,0.050000004,73.455,31.11,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
83,8.645833333333334,0.014825511,0.16213106,0.16213105618953705,1,0.050000004,74.34,32.025,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
84,8.75,0.016459659,0.1587712,0.16213105618953705,0,0.050000004,75.225,32.025,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
85,8.854166666666668,0.018968098,0.15553607,0.16213105618953705,0,0.050000004,76.11,32.025,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
86,8.958333333333334,0.021496795,0.15231018,0.15231017768383026,1,0.050000004,76.995,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
87,9.0625,0.023632355,0.14913948,0.15231017768383026,0,0.050000004,77.88,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
88,9.166666666666668,0.025326567,0.14610225,0.15231017768383026,0,0.050000004,78.765,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
89,9.270833333333334,0.026500994,0.14311069,0.15231017768383026,0,0.050000004,79.65,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
90,9.375,0.027226193,0.14020924,0.15231017768383026,0,0.050000004,80.535,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
91,9.479166666666668,0.027650565,0.13753672,0.15231017768383026,0,0.050000004,81.42,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
92,9.583333333333334,0.027788382,0.13494948,0.15231017768383026,0,0.050000004,82.305,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
93,9.6875,0.02778397,0.1324561,0.15231017768383026,0,0.050000004,83.19,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
94,9.791666666666668,0.027878419,0.13018928,0.15231017768383026,0,0.050000004,84.075,32.94,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
95,9.895833333333334,0.027999416,0.12815271,0.12815271317958832,1,0.05,84.96000000000001,33.855000000000004,32,3.3333333333333335,0.027721159160137177,0.13391558825969696,0.07500000000000001,0.07500000000000001,61.458333333333336,61.45833333333333,61,C02
