seed,episode_idx,categoria,nome,recipe_id,risk_target,risk_episode,max_prob,mean_prob,ep_prob_k6,frac_above_theta,detection_frame,would_alert,theta
42,31,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,32,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,33,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,34,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,35,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,36,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,37,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,38,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,39,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,40,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,41,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,42,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,43,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,44,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,45,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,46,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,47,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,48,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,49,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,50,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,51,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,52,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,53,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0002,0.0001,0.0002,0.0,-1,0,0.1
42,54,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,55,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,56,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,57,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,58,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,59,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,60,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,61,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,62,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,63,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,64,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,65,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,66,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0002,0.0001,0.0001,0.0,-1,0,0.1
42,67,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,68,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,69,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,70,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,71,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,72,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,73,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,74,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,75,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0002,0.0001,0.0001,0.0,-1,0,0.1
42,76,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,77,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,78,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,79,Atencao,Atencao: Conducao sob chuva forte em rodovia,A01,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,80,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0005,0.0,-1,0,0.1
42,81,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0005,0.0006,0.0,-1,0,0.1
42,82,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0006,0.0,-1,0,0.1
42,83,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0005,0.0006,0.0,-1,0,0.1
42,84,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0009,0.0006,0.0006,0.0,-1,0,0.1
42,85,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.9057,0.2312,0.3277,0.3646,61,1,0.1
42,86,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0005,0.0,-1,0,0.1
42,87,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0005,0.0,-1,0,0.1
42,88,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0004,0.0,-1,0,0.1
42,89,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0005,0.0,-1,0,0.1
42,90,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0009,0.0006,0.0006,0.0,-1,0,0.1
42,91,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.9626,0.6846,0.492,0.8646,0,1,0.1
42,92,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.7649,0.0728,0.0239,0.1458,16,1,0.1
42,93,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0006,0.0,-1,0,0.1
42,94,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0009,0.0006,0.0006,0.0,-1,0,0.1
42,95,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0006,0.0,-1,0,0.1
42,96,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0002,0.0005,0.0,-1,0,0.1
42,97,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0006,0.0,-1,0,0.1
42,98,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.832,0.0985,0.0456,0.1562,69,1,0.1
42,99,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0005,0.0,-1,0,0.1
42,100,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0006,0.0,-1,0,0.1
42,101,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0009,0.0006,0.0005,0.0,-1,0,0.1
42,102,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0005,0.0,-1,0,0.1
42,103,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0004,0.0005,0.0,-1,0,0.1
42,104,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0004,0.0,-1,0,0.1
42,105,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0006,0.0,-1,0,0.1
42,106,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0005,0.0005,0.0,-1,0,0.1
42,107,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.8746,0.1861,0.0008,0.3438,20,1,0.1
42,108,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0006,0.0,-1,0,0.1
42,109,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0002,0.0006,0.0,-1,0,0.1
42,110,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0004,0.0005,0.0,-1,0,0.1
42,111,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.8784,0.1783,0.0084,0.2708,17,1,0.1
42,112,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0005,0.0,-1,0,0.1
42,113,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0005,0.0,-1,0,0.1
42,114,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.8673,0.119,0.0015,0.1979,52,1,0.1
42,115,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0002,0.0007,0.0,-1,0,0.1
42,116,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0009,0.0006,0.0005,0.0,-1,0,0.1
42,117,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0005,0.0,-1,0,0.1
42,118,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.8829,0.1624,0.0006,0.2812,53,1,0.1
42,119,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0003,0.0005,0.0,-1,0,0.1
42,120,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0009,0.0006,0.0005,0.0,-1,0,0.1
42,121,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.4132,0.0151,0.0006,0.0521,64,1,0.1
42,122,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0005,0.0,-1,0,0.1
42,123,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0003,0.0005,0.0,-1,0,0.1
42,124,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.9623,0.5349,0.0006,0.6979,0,1,0.1
42,125,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0155,0.0007,0.0061,0.0,-1,0,0.1
42,126,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0006,0.0,-1,0,0.1
42,127,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0002,0.0005,0.0,-1,0,0.1
42,128,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0005,0.0,-1,0,0.1
42,129,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.8587,0.1051,0.0005,0.1875,9,1,0.1
42,130,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.001,0.0006,0.0005,0.0,-1,0,0.1
42,131,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0002,0.0007,0.0,-1,0,0.1
42,132,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0005,0.0,-1,0,0.1
42,133,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0902,0.0058,0.0008,0.0,-1,0,0.1
42,134,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0004,0.0005,0.0,-1,0,0.1
42,135,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0005,0.0,-1,0,0.1
42,136,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0003,0.0004,0.0,-1,0,0.1
42,137,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0005,0.0,-1,0,0.1
42,138,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0006,0.0,-1,0,0.1
42,139,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0005,0.0,-1,0,0.1
42,140,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.001,0.0006,0.0005,0.0,-1,0,0.1
42,141,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0002,0.0006,0.0,-1,0,0.1
42,142,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0005,0.0005,0.0,-1,0,0.1
42,143,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0005,0.0006,0.0,-1,0,0.1
42,144,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0003,0.0005,0.0,-1,0,0.1
42,145,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0008,0.0006,0.0006,0.0,-1,0,0.1
42,146,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0006,0.0,-1,0,0.1
42,147,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0006,0.0,-1,0,0.1
42,148,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0006,0.0005,0.0,-1,0,0.1
42,149,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0005,0.0004,0.0,-1,0,0.1
42,150,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0003,0.0006,0.0,-1,0,0.1
42,151,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0012,0.0006,0.0006,0.0,-1,0,0.1
42,152,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0005,0.0002,0.0004,0.0,-1,0,0.1
42,153,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0002,0.0005,0.0,-1,0,0.1
42,154,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0007,0.0002,0.0006,0.0,-1,0,0.1
42,155,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.4346,0.0256,0.0215,0.0625,35,1,0.1
42,156,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.001,0.0006,0.0005,0.0,-1,0,0.1
42,157,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.8569,0.1881,0.0148,0.2708,0,1,0.1
42,158,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.0006,0.0004,0.0005,0.0,-1,0,0.1
42,159,Atencao,Atencao: Trafego congestionado noturno urbano,A02,0.0,0.050000007078051564,0.904,0.2459,0.209,0.4375,21,1,0.1
42,160,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0003,0.0001,0.0002,0.0,-1,0,0.1
42,161,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,162,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0007,0.0001,0.0002,0.0,-1,0,0.1
42,163,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,164,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,165,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,166,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,167,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,168,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,169,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,170,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0004,0.0001,0.0001,0.0,-1,0,0.1
42,171,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0008,0.0001,0.0001,0.0,-1,0,0.1
42,172,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,173,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,174,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,175,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,176,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,177,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,178,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,179,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,180,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0002,0.0001,0.0001,0.0,-1,0,0.1
42,181,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,182,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,183,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
42,184,Atencao,Atencao: Rodovia noturna com chuva e alta velocidade,A03,0.0,0.050000007078051564,0.0001,0.0001,0.0001,0.0,-1,0,0.1
