seed,config,episode_id,regime,is_critical,t0_frame,t0_time_s,t,time_s,p_t,H_t,is_suppressed,y_frame_clean,phase
42,baseline_fixed,0,abrupt,1,28,2.9167,24,2.5,0.07175,0.37241,0,0.0,pre_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,25,2.6042,0.07256,0.37539,0,0.0,pre_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,26,2.7083,0.34691,0.93128,0,0.0,pre_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,27,2.8125,0.4187,0.98085,0,0.0,pre_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,28,2.9167,0.45399,0.99388,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,29,3.0208,0.50889,0.99977,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,30,3.125,0.51403,0.99943,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,31,3.2292,0.58537,0.97887,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,32,3.3333,0.59667,0.97286,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,33,3.4375,0.58816,0.97745,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,34,3.5417,0.60164,0.96998,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,35,3.6458,0.59449,0.97408,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,36,3.75,0.59703,0.97266,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,37,3.8542,0.56932,0.98609,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,38,3.9583,0.5505,0.99263,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,39,4.0625,0.621,0.95733,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,40,4.1667,0.56073,0.98933,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,41,4.2708,0.56507,0.98775,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,42,4.375,0.0901,0.4368,0,1.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,43,4.4792,0.07371,0.37961,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,44,4.5833,0.06383,0.34245,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,45,4.6875,0.06517,0.34762,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,46,4.7917,0.06395,0.34294,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,47,4.8958,0.06117,0.33206,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,48,5.0,0.06167,0.33403,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,49,5.1042,0.06483,0.34634,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,50,5.2083,0.06144,0.33313,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,51,5.3125,0.06702,0.35469,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,52,5.4167,0.06302,0.33933,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,53,5.5208,0.06293,0.33895,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,54,5.625,0.06073,0.33034,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,55,5.7292,0.06475,0.346,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,56,5.8333,0.05999,0.32739,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,57,5.9375,0.06181,0.33458,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,58,6.0417,0.06204,0.33548,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,59,6.1458,0.05983,0.32676,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,60,6.25,0.0621,0.33574,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,61,6.3542,0.06434,0.34442,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,62,6.4583,0.06436,0.34451,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,63,6.5625,0.06198,0.33525,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,64,6.6667,0.06609,0.35117,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,65,6.7708,0.06074,0.33039,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,66,6.875,0.06074,0.33039,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,67,6.9792,0.06132,0.33266,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,68,7.0833,0.06043,0.32917,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,69,7.1875,0.06466,0.34567,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,70,7.2917,0.06027,0.32852,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,71,7.3958,0.05904,0.32364,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,72,7.5,0.06452,0.34515,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,73,7.6042,0.06329,0.34038,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,74,7.7083,0.0635,0.34119,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,75,7.8125,0.06357,0.34145,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,76,7.9167,0.0602,0.32823,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,77,8.0208,0.05929,0.32463,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,78,8.125,0.06444,0.34481,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,79,8.2292,0.06609,0.35118,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,80,8.3333,0.06055,0.32961,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,81,8.4375,0.06294,0.33901,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,82,8.5417,0.06435,0.3445,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,83,8.6458,0.06206,0.33557,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,84,8.75,0.06347,0.34105,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,85,8.8542,0.06066,0.33007,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,86,8.9583,0.06261,0.33771,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,87,9.0625,0.05967,0.32615,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,88,9.1667,0.06066,0.33006,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,89,9.2708,0.06302,0.33934,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,90,9.375,0.06893,0.36192,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,91,9.4792,0.0676,0.35689,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,92,9.5833,0.06424,0.34405,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,93,9.6875,0.06359,0.34154,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,94,9.7917,0.0662,0.35159,0,0.0,post_onset
42,baseline_fixed,0,abrupt,1,28,2.9167,95,9.8958,0.0625,0.33729,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,0,0.0,0.06275,0.33828,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,1,0.1042,0.06665,0.35329,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,2,0.2083,0.0606,0.32981,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,3,0.3125,0.06544,0.34868,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,4,0.4167,0.06131,0.33264,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,5,0.5208,0.06245,0.3371,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,6,0.625,0.066,0.35081,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,7,0.7292,0.06463,0.34555,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,8,0.8333,0.06778,0.3576,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,9,0.9375,0.06703,0.35472,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,10,1.0417,0.06669,0.35346,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,11,1.1458,0.06332,0.34048,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,12,1.25,0.06624,0.35175,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,13,1.3542,0.06388,0.34264,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,14,1.4583,0.06729,0.35574,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,15,1.5625,0.066,0.35083,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,16,1.6667,0.0632,0.34002,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,17,1.7708,0.0634,0.34078,0,0.0,stable
42,baseline_fixed,1,abrupt,1,28,2.9167,18,1.875,0.06327,0.34031,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,19,1.9792,0.06541,0.34856,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,20,2.0833,0.06427,0.34418,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,21,2.1875,0.06488,0.34651,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,22,2.2917,0.06152,0.33346,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,23,2.3958,0.06651,0.35277,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,24,2.5,0.06792,0.3581,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,25,2.6042,0.08314,0.41316,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,26,2.7083,0.33441,0.91936,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,27,2.8125,0.41201,0.97754,0,0.0,pre_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,28,2.9167,0.49613,0.99996,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,29,3.0208,0.58853,0.97726,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,30,3.125,0.60973,0.96497,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,31,3.2292,0.66837,0.91658,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,32,3.3333,0.70038,0.88083,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,33,3.4375,0.69335,0.88927,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,34,3.5417,0.69597,0.88617,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,35,3.6458,0.69872,0.88285,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,36,3.75,0.66193,0.92296,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,37,3.8542,0.63496,0.94679,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,38,3.9583,0.62189,0.95669,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,39,4.0625,0.69563,0.88656,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,40,4.1667,0.65485,0.92966,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,41,4.2708,0.58542,0.97884,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,42,4.375,0.17002,0.65775,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,43,4.4792,0.14137,0.58781,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,44,4.5833,0.11268,0.50796,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,45,4.6875,0.11757,0.52235,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,46,4.7917,0.11913,0.52686,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,47,4.8958,0.13379,0.56773,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,48,5.0,0.12726,0.54987,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,49,5.1042,0.12613,0.54674,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,50,5.2083,0.12983,0.55698,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,51,5.3125,0.11108,0.50316,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,52,5.4167,0.12272,0.53712,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,53,5.5208,0.11534,0.51581,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,54,5.625,0.12433,0.54168,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,55,5.7292,0.12553,0.54505,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,56,5.8333,0.11005,0.50006,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,57,5.9375,0.10885,0.49645,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,58,6.0417,0.10921,0.49753,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,59,6.1458,0.10462,0.48347,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,60,6.25,0.11914,0.52688,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,61,6.3542,0.10548,0.48612,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,62,6.4583,0.10209,0.4756,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,63,6.5625,0.10714,0.49121,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,64,6.6667,0.10935,0.49794,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,65,6.7708,0.09932,0.46683,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,66,6.875,0.1015,0.47373,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,67,6.9792,0.09405,0.44984,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,68,7.0833,0.09255,0.44494,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,69,7.1875,0.09358,0.4483,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,70,7.2917,0.09057,0.43838,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,71,7.3958,0.09997,0.4689,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,72,7.5,0.08875,0.43229,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,73,7.6042,0.08095,0.40552,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,74,7.7083,0.08663,0.42512,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,75,7.8125,0.09168,0.44206,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,76,7.9167,0.08399,0.41607,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,77,8.0208,0.08598,0.42291,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,78,8.125,0.08368,0.415,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,79,8.2292,0.07768,0.39394,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,80,8.3333,0.08028,0.40317,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,81,8.4375,0.085,0.41955,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,82,8.5417,0.07962,0.40083,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,83,8.6458,0.08339,0.41402,0,1.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,84,8.75,0.09013,0.43691,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,85,8.8542,0.0808,0.40501,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,86,8.9583,0.07805,0.39526,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,87,9.0625,0.08363,0.41486,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,88,9.1667,0.07512,0.38475,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,89,9.2708,0.06939,0.36364,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,90,9.375,0.06572,0.34973,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,91,9.4792,0.07209,0.37366,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,92,9.5833,0.07458,0.38278,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,93,9.6875,0.07206,0.37357,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,94,9.7917,0.07643,0.38947,0,0.0,post_onset
42,baseline_fixed,1,abrupt,1,28,2.9167,95,9.8958,0.07108,0.36995,0,0.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,0,0.0,0.07526,0.38526,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,1,0.1042,0.07592,0.38762,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,2,0.2083,0.07409,0.381,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,3,0.3125,0.07322,0.37781,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,4,0.4167,0.07184,0.37274,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,5,0.5208,0.07436,0.382,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,6,0.625,0.07791,0.39479,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,7,0.7292,0.0748,0.3836,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,8,0.8333,0.07304,0.37718,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,9,0.9375,0.07277,0.37617,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,10,1.0417,0.07305,0.37719,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,11,1.1458,0.07341,0.37851,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,12,1.25,0.07296,0.37689,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,13,1.3542,0.07829,0.39611,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,14,1.4583,0.07147,0.37137,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,15,1.5625,0.07124,0.37052,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,16,1.6667,0.07165,0.37204,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,17,1.7708,0.07136,0.37099,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,18,1.875,0.07255,0.37537,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,19,1.9792,0.07657,0.38996,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,20,2.0833,0.07167,0.37211,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,21,2.1875,0.07147,0.37138,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,22,2.2917,0.07911,0.39904,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,23,2.3958,0.07553,0.38623,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,24,2.5,0.07488,0.38386,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,25,2.6042,0.07974,0.40127,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,26,2.7083,0.07546,0.38598,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,27,2.8125,0.08347,0.4143,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,28,2.9167,0.08119,0.40637,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,29,3.0208,0.07749,0.39326,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,30,3.125,0.07939,0.40003,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,31,3.2292,0.07879,0.3979,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,32,3.3333,0.07352,0.37894,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,33,3.4375,0.07853,0.39697,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,34,3.5417,0.07193,0.37308,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,35,3.6458,0.07469,0.38318,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,36,3.75,0.07452,0.38258,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,37,3.8542,0.07724,0.39238,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,38,3.9583,0.1459,0.5995,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,39,4.0625,0.15447,0.6209,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,40,4.1667,0.16906,0.65555,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,41,4.2708,0.18399,0.68873,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,42,4.375,0.1629,0.64119,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,43,4.4792,0.1716,0.66135,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,44,4.5833,0.17787,0.67539,0,0.0,stable
42,baseline_fixed,2,progressive,1,55,5.7292,45,4.6875,0.19472,0.71123,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,46,4.7917,0.17854,0.67686,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,47,4.8958,0.18308,0.68678,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,48,5.0,0.16732,0.65153,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,49,5.1042,0.19009,0.70166,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,50,5.2083,0.19243,0.70652,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,51,5.3125,0.18419,0.68915,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,52,5.4167,0.21218,0.74563,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,53,5.5208,0.20513,0.73206,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,54,5.625,0.22167,0.76321,0,0.0,pre_onset
42,baseline_fixed,2,progressive,1,55,5.7292,55,5.7292,0.20477,0.73137,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,56,5.8333,0.23212,0.78169,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,57,5.9375,0.23719,0.79034,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,58,6.0417,0.22515,0.76946,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,59,6.1458,0.24943,0.81037,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,60,6.25,0.53359,0.99674,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,61,6.3542,0.57221,0.9849,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,62,6.4583,0.58841,0.97733,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,63,6.5625,0.62357,0.95548,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,64,6.6667,0.60405,0.96853,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,65,6.7708,0.62799,0.9522,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,66,6.875,0.65706,0.92761,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,67,6.9792,0.68899,0.89434,0,1.0,post_onset
42,baseline_fixed,2,progressive,1,55,5.7292,68,7.0833,0.63948,0.94312,0,1.0,post_onset
